event_id,start_at,end_at,name,url,host,host_id,calendar_slug,calendar_name,location,city_state,lat,lng,guest_count,ticket_count,location_type,first_seen,sources
evt-POzOf6TE9gsLQwE,2026-05-05T14:30:00.000Z,2026-05-05T18:30:00.000Z,"To Seek or To Submit? – Cum distingem între adevăr, influență și iluzie în era AI?",https://lu.ma/ux9imc32,Storyada.ro,usr-FjBeQCb9CSLhDcf,StoryadaOffline,Edițiile offline #ÎnDialogcuViitorul – Storyada.ro,,"București, Romania",44.4325,26.1275,0,0,offline,2026-05-05,geo
evt-7Bqxgc3B6zciYZE,2026-05-05T16:30:00.000Z,2026-05-05T18:00:00.000Z,321sport - Alergare Herăstrău (începători) #dela1la21 S22E57,https://lu.ma/nwose5n7,321sport,usr-tO8x9AVXxlXajv7,321sport,Calendar 321sport,"Statue of Charles De Gaulle, Piața Charles de Gaulle 3, București, Romania","București, București",44.4669898,26.085720199999997,14,14,offline,2026-05-05,geo
evt-2kB1R7nXFF9o4s3,2026-05-06T16:00:00.000Z,2026-05-06T18:00:00.000Z,Alergare 321sport x Good Routine - Intervale și diferență de nivel,https://lu.ma/fhld14hm,321sport,usr-tO8x9AVXxlXajv7,321sport,Calendar 321sport,"Actors' Summer Café, Parcul Tineretului Debarcader 1, 040354 București, Romania","București, Romania",44.4080836,26.110325500000002,26,26,offline,2026-05-05,geo
evt-xK3rdGyT2EdI9PN,2026-05-06T16:30:00.000Z,2026-05-06T17:30:00.000Z,#4 - Run this Town,https://lu.ma/z4zzgqtl,FOMO Urban Running Club,usr-rK0u7f6ZAymrya1,,Personal,"Grădina Icoanei Park, Str. Jean Louis Calderon 69, 020039 București, Romania","București, Romania",44.4432945,26.1039924,24,24,offline,2026-05-05,geo
evt-qSnc4BPxDhVTbib,2026-05-07T06:00:00.000Z,2026-05-07T09:30:00.000Z,LiT Unfiltered#4 w/ Laurent Marini,https://lu.ma/litunfiltered4,Bogdan Popescu,usr-4IJv8IrFDM5m7lf,lit,Leaders in Tech,,"București, Romania",44.455,26.0875,0,0,offline,2026-05-05,geo
evt-JCet24ZzgLxjrZ7,2026-05-07T15:30:00.000Z,2026-05-07T18:30:00.000Z,Upskilling the Romanian IT Industry - From Execution to Strategy,https://lu.ma/gq2gavvy,Andra Ghibutiu,usr-S8XnF6cRvVf5vOs,beyond-business-school,Beyond Business School,"Stripe Romania, ONE Cotroceni Park Office 44, Nutu Ion street, unit A+B, 5th floor, district 5, Bucharest (Acess through. 1, Strada Progresului street, 050762 București, Romania","București, Romania",44.4269451,26.0619025,60,60,offline,2026-05-05,geo
evt-GFGM0z6G0hE2SCf,2026-05-07T16:00:00.000Z,2026-05-07T19:00:00.000Z,Bucharest Tech Mixer | Agentic AI Edition,https://lu.ma/93vvlbv5,Neo Mixers by ▲promocrat,usr-E5GCUB6j90HcUzk,,Neomixers,"BARTINI Rooftop, T Floor (access the stairs from M floor, Strada Constantin Mille 18, 030167 București, Romania","București, Romania",44.4357786,26.0949912,119,119,offline,2026-05-05,geo
evt-hPjFWIbR6OytrzI,2026-05-07T16:00:00.000Z,2026-05-07T17:30:00.000Z,321sport - Alergare pistă Lia Manoliu (avansați + începători) #dela1la21 S22E58,https://lu.ma/n3oxxq26,321sport,usr-tO8x9AVXxlXajv7,321sport,Calendar 321sport,"Pista de Atletism „Lia Manoliu”, Bulevardul Basarabia 37-39, 022103 București, Romania","București, Romania",44.434506000000006,26.1521454,38,38,offline,2026-05-05,geo
evt-6cBKWz605TN4ig5,2026-05-08T15:30:00.000Z,2026-05-08T17:00:00.000Z,321sport x Under Armour - Bucharest Half Marathon Shakeout Run,https://lu.ma/3oyn2w7i,321sport,usr-tO8x9AVXxlXajv7,321sport,Calendar 321sport,"Piața Constituției, București, Romania","București, Romania",44.4272657,26.0923949,30,30,offline,2026-05-05,geo
evt-GLCi0apZHWXnNie,2026-05-10T05:00:00.000Z,2026-05-10T10:30:00.000Z,Program 321sport: Bucharest Half Marathon,https://lu.ma/1ab9f9ni,321sport,usr-tO8x9AVXxlXajv7,321sport,Calendar 321sport,"Piața Constituției, București, Romania","București, Romania",44.4272657,26.0923949,13,13,offline,2026-05-08,geo
evt-CbkjSNAFGQWjqCc,2026-05-10T06:00:00.000Z,2026-05-10T07:30:00.000Z,Tura de duminică I.O.R.,https://lu.ma/5la8ledz,Irina Tenovici,usr-Ae5XksaorB3dWjB,turadeduminica,Tura de duminică,"Alexandru Ioan Cuza Statuie, Unnamed Road, București, Romania","București, București",44.425902,26.150153,14,14,offline,2026-05-05,calendar:turadeduminica|geo
evt-cCQ9yIk5HkIr7W5,2026-05-10T06:00:00.000Z,2026-05-10T07:30:00.000Z,Tura de duminică Tineretului,https://lu.ma/vtwu1pph,Nicoleta Ifrim,usr-04pRO5uWe6ODtE4,turadeduminica,Tura de duminică,"Tineretului Park clock, Sector 4, Bucharest, Romania","Bucharest, Bucharest",44.4136227,26.1043384,11,11,offline,2026-05-05,calendar:turadeduminica|geo
evt-nT0GU41cyEmiZaT,2026-05-10T06:00:00.000Z,2026-05-10T07:30:00.000Z,Tura de duminică Lacul Morii,https://lu.ma/1yepuzpv,Alexandru Agatinei,usr-D6MxzUp4uSMqW4u,turadeduminica,Tura de duminică,,"București, București",44.4475,26.0375,1,1,offline,2026-05-05,calendar:turadeduminica
evt-th1slMDVGHyLccY,2026-05-10T06:00:00.000Z,2026-05-10T07:30:00.000Z,Tura de duminică Herăstrău,https://lu.ma/620ya3nn,Emily Merdus,usr-Ngm0koDwTDgmKvA,turadeduminica,Tura de duminică,"Statue of Charles De Gaulle, Piața Charles de Gaulle 3, București, Romania","București, București",44.46699,26.08572,13,13,offline,2026-05-05,calendar:turadeduminica|geo
evt-ZgytE1H64WghR9e,2026-05-10T06:00:00.000Z,2026-05-10T07:30:00.000Z,Tura de duminică Cotroceni,https://lu.ma/b0m7lckq,Aleodor Tabarcea,usr-447Z0XwNOSUdr9G,turadeduminica,Tura de duminică,"Cișmea, Strada Doctor Joseph Lister 4, București, Romania","București, București",44.4339367,26.0777118,7,7,offline,2026-05-05,calendar:turadeduminica|geo
evt-tJyHDzKICJtD9dW,2026-05-10T08:00:00.000Z,2026-05-10T10:00:00.000Z,Sketch & Brunch Bucharest #41,https://lu.ma/duyy0f8o,Sketch & Brunch Bucharest,usr-GuHGt5CgKLhEgPP,sketchandbrunch,Sketch & Brunch Bucharest,"The Youth, Strada General Christian Tell 22, 010611 București, Romania","București, Romania",44.446134699999995,26.095043399999998,6,6,offline,2026-05-06,geo
evt-fLz5tGucvkWqJU3,2026-05-11T15:45:00.000Z,2026-05-11T18:45:00.000Z,Meet 25 Interesting People… Then Grab a Padel Racket,https://lu.ma/ywd0192g,Eric Melchor,usr-uHL1OV6r5VRysfX,,Personal,,"București, București",44.475,26.09,29,29,offline,2026-05-05,geo
evt-kVHk8iCYSztno7u,2026-05-12T16:00:00.000Z,2026-05-12T20:30:00.000Z,🌿🤖 Lansare Bucharest Techies,https://lu.ma/e7nwf757,Metapilot Academy,usr-HpKHcYprUPS6bG0,bucharestechies,Bucharest Techies,,"București, Romania",44.44,26.0725,20,20,offline,2026-05-05,geo
evt-QtlBjlkUGo5Ev8r,2026-05-12T16:30:00.000Z,2026-05-12T18:00:00.000Z,321sport - Alergare Herăstrău (începători) #dela1la21 S23E01,https://lu.ma/wjl4w48x,321sport,usr-tO8x9AVXxlXajv7,321sport,Calendar 321sport,"Statue of Charles De Gaulle, Piața Charles de Gaulle 3, București, Romania","București, București",44.4669898,26.085720199999997,13,13,offline,2026-05-05,geo
evt-tms3DaJc39FYJM6,2026-05-13T05:30:00.000Z,2026-05-13T08:30:00.000Z,RoFintech Breakfast | Hosted by Fort,https://lu.ma/hifstc48,Adrian Drinceanu,usr-lnqPEirSpstY5Zd,rofintech-2026,RoFintech Events 2026,"Strada Gara Herăstrău 4, cladirea a et 3, 020334 București, Romania","București, București",44.4790863,26.1055407,0,0,offline,2026-05-05,geo
evt-tRJdC8dYGdCr1tr,2026-05-13T15:00:00.000Z,2026-05-13T17:30:00.000Z,Workshop: From Soft Skills to Power Skills,https://lu.ma/4gjuie3a,Upskilling the Romanian IT Industry,usr-SSOP31zYNGEyD6Y,,Personal,"Ceragon, Strada General Gheorghe Manu 5, București, Romania","București, Romania",44.4489729,26.090891700000004,15,15,offline,2026-05-07,geo
evt-Qy9c09I5cLdaLYR,2026-05-14T16:00:00.000Z,2026-05-14T17:30:00.000Z,321sport - Alergare pistă Lia Manoliu (avansați + începători) #dela1la21 S23E02,https://lu.ma/drmw7cqo,321sport,usr-tO8x9AVXxlXajv7,321sport,Calendar 321sport,"Pista de Atletism „Lia Manoliu”, Bulevardul Basarabia 37-39, 022103 București, Romania","București, Romania",44.434506000000006,26.1521454,49,49,offline,2026-05-12,geo
evt-fgC3lJsH3tzAPMN,2026-05-15T15:30:00.000Z,2026-05-15T18:00:00.000Z,"Metalurgiei Meetup @ Colibri: vin, pictură și oameni faini 🎨🍷",https://lu.ma/5ip0alku,Loredana Pipie,usr-ioKk9CIGojYryDJ,,Mooz ARTelier Events,"Colibri - The Welcome Hub, Bulevardul Metalurgiei 61, bloc 2, 041832 București, Romania","București, București",44.3705728,26.1239028,9,9,offline,2026-05-05,geo
evt-rkbokPH1OltxdCZ,2026-05-15T16:00:00.000Z,2026-05-15T18:30:00.000Z,The Builder’s Dinner | DevNights Discussions Bucharest,https://lu.ma/63n4i863,Bogdan Iasinovschi,usr-dMisZyZqBIGXuaZ,devnights,DevNights,,"București, Romania",44.4325,26.095,0,0,offline,2026-05-08,geo
evt-ePBa6VCWNS0EpLi,2026-05-16T07:00:00.000Z,2026-05-16T08:00:00.000Z,"#5 - I don’t care, I love it ⚡️",https://lu.ma/1bp3wg97,FOMO Urban Running Club,usr-rK0u7f6ZAymrya1,,Personal,"Charles de Gaulle Plaza, Piața Charles de Gaulle 15, București, Romania","București, Romania",44.465213999999996,26.087198599999997,41,41,offline,2026-05-13,geo
evt-f0cm96NU0Z7qZF8,2026-05-16T07:00:00.000Z,2026-05-16T08:30:00.000Z,"TURA x Mommy HAI, prima Tură pentru mămici, tătici și familii cu copii mici (sau mai mari), Parcul Tineretului",https://lu.ma/1uz29pkg,Endi Ungureanu,usr-VFzvpYr0VoLoSce,turadeduminica,Tura de duminică,"Tineretului Park clock, Sector 4, Bucharest, Romania","Bucharest, Romania",44.4136227,26.1043384,41,41,offline,2026-05-12,calendar:turadeduminica
evt-O64uC9GwTW099Xj,2026-05-16T07:00:00.000Z,2026-05-16T15:00:00.000Z,ACS Keysight CTF,https://lu.ma/69j18lz9,Razvan Deaconescu,usr-ovDjaNkzqExjDvL,,Keysight Lab,"Faculty of Automatic Control and Computer Science, Corp EG, Splaiul Independenței 313, București, Romania","București, Romania",44.4357318,26.0477028,65,65,offline,2026-05-09,geo
evt-YMrTPHlm2q0mfE4,2026-05-16T10:00:00.000Z,2026-05-16T13:00:00.000Z,"Maker's Brunch #2: Cafea, Pizza și Tehnologie (3D Print, CNC, Laser)",https://lu.ma/fvx9s8rg,Andrei Pirvulet,usr-MHCGppAk6Z39O4s,,Personal,,"Bucharest, Romania",44.48,26.085,9,9,offline,2026-05-14,geo
evt-GDpKPYPEQciANDY,2026-05-17T06:00:00.000Z,2026-05-17T07:30:00.000Z,Tura de duminică Herăstrău,https://lu.ma/vx9erfaw,Emily Merdus,usr-Ngm0koDwTDgmKvA,turadeduminica,Tura de duminică,"Statue of Charles De Gaulle, Piața Charles de Gaulle 3, București, Romania","București, București",44.46699,26.08572,13,13,offline,2026-05-05,calendar:turadeduminica|geo
evt-lQ6M5pKLvtkHsun,2026-05-17T06:00:00.000Z,2026-05-17T07:30:00.000Z,Tura de duminică Tineretului,https://lu.ma/klue245w,Nicoleta Ifrim,usr-04pRO5uWe6ODtE4,turadeduminica,Tura de duminică,"Tineretului Park clock, Sector 4, Bucharest, Romania","Bucharest, Bucharest",44.4136227,26.1043384,11,11,offline,2026-05-05,calendar:turadeduminica|geo
evt-PLbVUruJBh6hZub,2026-05-17T06:00:00.000Z,2026-05-17T07:30:00.000Z,Tura de duminică I.O.R.,https://lu.ma/achw46vz,Irina Tenovici,usr-Ae5XksaorB3dWjB,turadeduminica,Tura de duminică,"Alexandru Ioan Cuza Statuie, Unnamed Road, București, Romania","București, București",44.425902,26.150153,11,11,offline,2026-05-05,calendar:turadeduminica|geo
evt-ZT4Vq8fgAqw6d5X,2026-05-17T06:00:00.000Z,2026-05-17T07:30:00.000Z,Tura de duminică Cotroceni,https://lu.ma/kmmsdxlo,Aleodor Tabarcea,usr-447Z0XwNOSUdr9G,turadeduminica,Tura de duminică,"Cișmea, Strada Doctor Joseph Lister 4, București, Romania","București, București",44.4339367,26.0777118,5,5,offline,2026-05-05,calendar:turadeduminica|geo
evt-w9hYxuz3CMEuECg,2026-05-17T07:00:00.000Z,2026-05-17T15:00:00.000Z,ACS Keysight Challenge,https://lu.ma/t5qumu4a,Razvan Deaconescu,usr-ovDjaNkzqExjDvL,,Keysight Lab,"Faculty of Automatic Control and Computer Science, Corp EG, Splaiul Independenței 313, București, Romania","București, Romania",44.4357318,26.0477028,48,48,offline,2026-05-09,geo
evt-PHfehvYsCAnJc0V,2026-05-19T06:30:00.000Z,2026-05-19T08:30:00.000Z,Product Macchiato,https://lu.ma/b58cq9m0,Catalin Stanciu,usr-XL7H4NC1GcXFPbK,,Personal,"Temple of Brewzeus, Strada Domnița Anastasia 4, 050035 București, Romania","București, București",44.433949299999995,26.0949843,5,5,offline,2026-05-14,geo
evt-LagizBtoT97G3ep,2026-05-19T14:30:00.000Z,2026-05-19T18:30:00.000Z,"No Data, No AI: The Foundation Nobody Talks About (anymore)",https://lu.ma/g54tkfdp,Women in Tech Romania,usr-Obgb1slTni5KTWA,,Personal,,"București, Romania",44.45,26.095,100,100,offline,2026-05-15,geo
evt-AK8GwX4SCxtxoPI,2026-05-19T16:30:00.000Z,2026-05-19T18:00:00.000Z,321sport - Alergare Herăstrău (începători) #dela1la21 S23E03,https://lu.ma/fe1nz1g0,321sport,usr-tO8x9AVXxlXajv7,321sport,Calendar 321sport,"Statue of Charles De Gaulle, Piața Charles de Gaulle 3, București, Romania","București, Romania",44.4669898,26.085720199999997,11,11,offline,2026-05-12,geo
evt-0ZTGDQGav7i1Gts,2026-05-20T14:00:00.000Z,2026-05-20T16:30:00.000Z,THE BOARDROOM SECRETS,https://lu.ma/942vo2xr,Aiyon Capital,usr-K92rS6xEG70cV20,,Personal,"Heritage Bar, Bulevardul Regina Elisabeta 21A, 030167 București, Romania","București, Romania",44.43454800000001,26.0978349,0,0,offline,2026-05-14,geo
evt-PlxrXs0GINZ9Bvx,2026-05-21T15:00:00.000Z,2026-05-21T18:30:00.000Z,The Courage to Lead - Personal Brand & Self Advocacy,https://lu.ma/axlsdjho,Upskilling the Romanian IT Industry,usr-SSOP31zYNGEyD6Y,,Personal,"Deutsche Bank Global Technology, 6A Dimitrie Pompeiu Bd. first floor Bucharest Romania, Bulevardul Dimitrie Pompeiu 6A, 020337 București, Romania","București, Romania",44.4797612,26.1140135,81,81,offline,2026-05-14,geo
